First_Name,Last_Name,Age,Department_Region,Status,Salary,Phone,Performance_Score,Remote_Work
Heidi,Brown,32.48454882571075,Admin-Texas,Pending,86135.69,-2341903105,Excellent,False
Heidi,Johnson,30.0,DevOps-Nevada,Inactive,115601.4,-1537221555,Good,True
Grace,Brown,32.48454882571075,DevOps-Nevada,Active,64045.36,-6847323652,Poor,True
David,Brown,30.0,DevOps-Nevada,Inactive,80477.21,-3774604066,Good,False
Bob,Jones,30.0,Finance-California,Inactive,61240.9,-2007843613,Poor,True
David,Smith,40.0,Admin-Texas,Active,51939.29,-2442607818,Excellent,True
Eva,Brown,40.0,Finance-Illinois,Inactive,95284.54,-7543734763,Good,False
Charlie,Garcia,35.0,Admin-Texas,Inactive,106247.67,-2737203762,Excellent,True
Charlie,Williams,25.0,DevOps-Florida,Active,110170.88,-8821458413,Poor,True
Charlie,Miller,25.0,HR-Nevada,Pending,52615.44,-8460191343,Average,True
Eva,Davis,30.0,DevOps-Illinois,Inactive,82547.26,-3899827801,Average,False
Bob,Smith,35.0,Finance-Illinois,Pending,63049.22,-586950731,Good,True
Frank,Smith,35.0,HR-California,Pending,115229.12,-1464493698,Excellent,True
Grace,Smith,25.0,DevOps-Illinois,Pending,60687.63,-9516793349,Excellent,False
Frank,Jones,30.0,Finance-Illinois,Inactive,67492.73,-5573857367,Good,True
Grace,Brown,32.48454882571075,HR-Illinois,Inactive,77821.79,-119236036,Average,False
Charlie,Jones,35.0,DevOps-Texas,Active,69146.95,-6811872332,Poor,False
Grace,Brown,35.0,Admin-Nevada,Inactive,90224.82,-5104096148,Good,True
David,Garcia,32.48454882571075,Finance-Illinois,Pending,62603.98,-7315391148,Poor,False
Bob,Jones,35.0,Sales-Nevada,Active,71148.27,-8307482072,Average,False
David,Jones,40.0,Admin-California,Inactive,52031.74,-6511893939,Excellent,True
Grace,Miller,35.0,DevOps-Florida,Inactive,85155.05639558233,-6557820189,Average,False
Eva,Williams,32.48454882571075,HR-Illinois,Pending,116680.63,-4322302332,Good,False
Grace,Jones,30.0,Finance-Nevada,Pending,51990.98,-2470739200,Excellent,True
David,Miller,30.0,HR-California,Active,85155.05639558233,-3546212759,Good,True
David,Johnson,30.0,Cloud Tech-Texas,Inactive,100215.06,-2508261122,Good,True
Charlie,Williams,40.0,Finance-New York,Active,114587.11,-1261632487,Average,False
Alice,Garcia,30.0,HR-Florida,Inactive,71318.79,-8995729892,Good,True
Heidi,Jones,30.0,DevOps-Illinois,Pending,77764.24,-7629745492,Average,False
